Paid Initiative Name,Date,Ad Set Name,Concept Name,Reporting Ends,Impressions,Clicks (Sum),Clicks,Spends,Facebook Cost Per Complete Video View (Sum),Facebook Video Plays (3 Sec) (Sum),25% Views,50% Views,75% Views,100% Views,Facebook Cost Per Video Thru Play In Inr (Sum),Accrual Campaign Name,Campaign Name,Publisher,Geo,Device,Metro/Non Metro,Platform,Section,Ad Unit,Targeting,Deal Type,Engagements,Reach,Views
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,Amazon Fashion WRS Dec 23 Sale - Mumbai + Thane,afa_2023_aw_in-maharashtra-mumbai_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-mum-Watches_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Mumbai + Thane,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,Amazon Fashion WRS Dec 23 Sale - Bangalore,afa_2023_aw_in-karnataka-bengaluru_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-ban-Jewellery_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Bangalore,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,Amazon Fashion WRS Dec 23 Sale - Bangalore,afa_2023_aw_in-karnataka-bengaluru_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-ban-Handbags-female_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Bangalore,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,Amazon Fashion WRS Dec 23 Sale - Bangalore,afa_2023_aw_in-karnataka-bengaluru_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-ban-Footwear-female_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Bangalore,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,Amazon Fashion WRS Dec 23 Sale - Bangalore,afa_2023_aw_in-karnataka-bengaluru_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-ban-Bags_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Bangalore,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,Amazon Fashion WRS Dec 23 Sale - Bangalore,afa_2023_aw_in-karnataka-bengaluru_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-ban-Travel-luggage_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Bangalore,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,Amazon Fashion WRS Dec 23 Sale - Bangalore,afa_2023_aw_in-karnataka-bengaluru_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-ban-Apparel_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Bangalore,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,Amazon Fashion WRS Dec 23 Sale - Bangalore,afa_2023_aw_in-karnataka-bengaluru_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-ban-Watches_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Bangalore,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,Amazon Fashion WRS Dec 23 Sale - Bangalore,afa_2023_aw_in-karnataka-bengaluru_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-ban-Mens-Apparrel_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Bangalore,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,Amazon Fashion WRS Dec 23 Sale - Bangalore,afa_2023_aw_in-karnataka-bengaluru_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-ban-Lux-beauty&perfumes_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Bangalore,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,Amazon Fashion WRS Dec 23 Sale - Hyderabad,afa_2023_aw_in-telangana-hyderabad_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-hyd-Jewellery_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Hyderabad,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,Amazon Fashion WRS Dec 23 Sale - Hyderabad,afa_2023_aw_in-telangana-hyderabad_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-hyd-Lux-beauty&perfumes_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Hyderabad,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,Amazon Fashion WRS Dec 23 Sale - Hyderabad,afa_2023_aw_in-telangana-hyderabad_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-hyd-Mens-Apparrel_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Hyderabad,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,Amazon Fashion WRS Dec 23 Sale - Hyderabad,afa_2023_aw_in-telangana-hyderabad_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-hyd-Watches_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Hyderabad,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,Amazon Fashion WRS Dec 23 Sale - Hyderabad,afa_2023_aw_in-telangana-hyderabad_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-hyd-Apparel_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Hyderabad,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,Amazon Fashion WRS Dec 23 Sale - Hyderabad,afa_2023_aw_in-telangana-hyderabad_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-hyd-Travel-luggage_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Hyderabad,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,Amazon Fashion WRS Dec 23 Sale - Hyderabad,afa_2023_aw_in-telangana-hyderabad_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-hyd-Bags_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Hyderabad,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,Amazon Fashion WRS Dec 23 Sale - Hyderabad,afa_2023_aw_in-telangana-hyderabad_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-hyd-Footwear-female_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Hyderabad,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,Amazon Fashion WRS Dec 23 Sale - Hyderabad,afa_2023_aw_in-telangana-hyderabad_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-hyd-Handbags-female_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Hyderabad,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,"Amazon Fashion WRS Dec 23 Sale - Kolkata + NTP, STP, Howrah",afa_2023_aw_in-west bengal-kolkata_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-kol-Mens-Apparrel_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,"Kolkata + NTP, STP, Howrah",,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,"Amazon Fashion WRS Dec 23 Sale - Kolkata + NTP, STP, Howrah",afa_2023_aw_in-west bengal-kolkata_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-kol-Watches_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,"Kolkata + NTP, STP, Howrah",,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,"Amazon Fashion WRS Dec 23 Sale - Kolkata + NTP, STP, Howrah",afa_2023_aw_in-west bengal-kolkata_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-kol-Jewellery_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,"Kolkata + NTP, STP, Howrah",,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,"Amazon Fashion WRS Dec 23 Sale - Kolkata + NTP, STP, Howrah",afa_2023_aw_in-west bengal-kolkata_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-kol-Handbags-female_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,"Kolkata + NTP, STP, Howrah",,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,"Amazon Fashion WRS Dec 23 Sale - Kolkata + NTP, STP, Howrah",afa_2023_aw_in-west bengal-kolkata_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-kol-Lux-beauty&perfumes_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,"Kolkata + NTP, STP, Howrah",,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,"Amazon Fashion WRS Dec 23 Sale - Kolkata + NTP, STP, Howrah",afa_2023_aw_in-west bengal-kolkata_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-kol-Bags_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,"Kolkata + NTP, STP, Howrah",,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,"Amazon Fashion WRS Dec 23 Sale - Kolkata + NTP, STP, Howrah",afa_2023_aw_in-west bengal-kolkata_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-kol-Footwear-female_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,"Kolkata + NTP, STP, Howrah",,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,"Amazon Fashion WRS Dec 23 Sale - Kolkata + NTP, STP, Howrah",afa_2023_aw_in-west bengal-kolkata_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-kol-Apparel_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,"Kolkata + NTP, STP, Howrah",,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,"Amazon Fashion WRS Dec 23 Sale - Kolkata + NTP, STP, Howrah",afa_2023_aw_in-west bengal-kolkata_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-kol-Travel-luggage_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,"Kolkata + NTP, STP, Howrah",,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,"Amazon Fashion WRS Dec 23 Sale - RO T17 (Pune, Jaipur, Ahmedabad, Lucknow, Patna, Coimbatore, Kochi, Surat, Krishna, Vizag, Guntur)",afa_2023_aw_in_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-t17-Handbags-female_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,"RO T17 (Pune, Jaipur, Ahmedabad, Lucknow, Patna, Coimbatore, Kochi, Surat, Krishna, Vizag, Guntur)",,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,"Amazon Fashion WRS Dec 23 Sale - RO T17 (Pune, Jaipur, Ahmedabad, Lucknow, Patna, Coimbatore, Kochi, Surat, Krishna, Vizag, Guntur)",afa_2023_aw_in_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-t17-Lux-beauty&perfumes_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,"RO T17 (Pune, Jaipur, Ahmedabad, Lucknow, Patna, Coimbatore, Kochi, Surat, Krishna, Vizag, Guntur)",,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,"Amazon Fashion WRS Dec 23 Sale - RO T17 (Pune, Jaipur, Ahmedabad, Lucknow, Patna, Coimbatore, Kochi, Surat, Krishna, Vizag, Guntur)",afa_2023_aw_in_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-t17-Footwear-female_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,"RO T17 (Pune, Jaipur, Ahmedabad, Lucknow, Patna, Coimbatore, Kochi, Surat, Krishna, Vizag, Guntur)",,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,"Amazon Fashion WRS Dec 23 Sale - RO T17 (Pune, Jaipur, Ahmedabad, Lucknow, Patna, Coimbatore, Kochi, Surat, Krishna, Vizag, Guntur)",afa_2023_aw_in_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-t17-Apparel_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,"RO T17 (Pune, Jaipur, Ahmedabad, Lucknow, Patna, Coimbatore, Kochi, Surat, Krishna, Vizag, Guntur)",,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,"Amazon Fashion WRS Dec 23 Sale - RO T17 (Pune, Jaipur, Ahmedabad, Lucknow, Patna, Coimbatore, Kochi, Surat, Krishna, Vizag, Guntur)",afa_2023_aw_in_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-t17-Bags_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,"RO T17 (Pune, Jaipur, Ahmedabad, Lucknow, Patna, Coimbatore, Kochi, Surat, Krishna, Vizag, Guntur)",,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,"Amazon Fashion WRS Dec 23 Sale - RO T17 (Pune, Jaipur, Ahmedabad, Lucknow, Patna, Coimbatore, Kochi, Surat, Krishna, Vizag, Guntur)",afa_2023_aw_in_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-t17-Watches_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,"RO T17 (Pune, Jaipur, Ahmedabad, Lucknow, Patna, Coimbatore, Kochi, Surat, Krishna, Vizag, Guntur)",,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,"Amazon Fashion WRS Dec 23 Sale - RO T17 (Pune, Jaipur, Ahmedabad, Lucknow, Patna, Coimbatore, Kochi, Surat, Krishna, Vizag, Guntur)",afa_2023_aw_in_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-t17-Jewellery_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,"RO T17 (Pune, Jaipur, Ahmedabad, Lucknow, Patna, Coimbatore, Kochi, Surat, Krishna, Vizag, Guntur)",,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,"Amazon Fashion WRS Dec 23 Sale - RO T17 (Pune, Jaipur, Ahmedabad, Lucknow, Patna, Coimbatore, Kochi, Surat, Krishna, Vizag, Guntur)",afa_2023_aw_in_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-t17-Travel-luggage_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,"RO T17 (Pune, Jaipur, Ahmedabad, Lucknow, Patna, Coimbatore, Kochi, Surat, Krishna, Vizag, Guntur)",,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-25,"Amazon Fashion WRS Dec 23 Sale - RO T17 (Pune, Jaipur, Ahmedabad, Lucknow, Patna, Coimbatore, Kochi, Surat, Krishna, Vizag, Guntur)",afa_2023_aw_in_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-t17-Mens-Apparrel_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-25,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,"RO T17 (Pune, Jaipur, Ahmedabad, Lucknow, Patna, Coimbatore, Kochi, Surat, Krishna, Vizag, Guntur)",,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-26,Amazon Fashion WRS Dec 23 Sale - Delhi + NCR,afa_2023_aw_in-delhi-delhi_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-del-Apparel_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-26,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Delhi + NCR,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-26,Amazon Fashion WRS Dec 23 Sale - Delhi + NCR,afa_2023_aw_in-delhi-delhi_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-del-Bags_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-26,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Delhi + NCR,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-26,Amazon Fashion WRS Dec 23 Sale - Delhi + NCR,afa_2023_aw_in-delhi-delhi_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-del-Footwear-female_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-26,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Delhi + NCR,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-26,Amazon Fashion WRS Dec 23 Sale - Delhi + NCR,afa_2023_aw_in-delhi-delhi_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-del-Handbags-female_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-26,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Delhi + NCR,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-26,Amazon Fashion WRS Dec 23 Sale - Delhi + NCR,afa_2023_aw_in-delhi-delhi_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-del-Jewellery_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-26,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Delhi + NCR,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-26,Amazon Fashion WRS Dec 23 Sale - Delhi + NCR,afa_2023_aw_in-delhi-delhi_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-del-Lux-beauty&perfumes_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-26,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Delhi + NCR,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-26,Amazon Fashion WRS Dec 23 Sale - Delhi + NCR,afa_2023_aw_in-delhi-delhi_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-del-Mens-Apparrel_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-26,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Delhi + NCR,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-26,Amazon Fashion WRS Dec 23 Sale - Delhi + NCR,afa_2023_aw_in-delhi-delhi_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-del-Travel-luggage_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-26,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Delhi + NCR,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-26,Amazon Fashion WRS Dec 23 Sale - Delhi + NCR,afa_2023_aw_in-delhi-delhi_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-del-Watches_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-26,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Delhi + NCR,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-26,Amazon Fashion WRS Dec 23 Sale - Mumbai + Thane,afa_2023_aw_in-maharashtra-mumbai_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-mum-Bags_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-26,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Mumbai + Thane,,,,,,,,,,
Amazon Fashion WRS Dec 23 Sale - (WT) - CPC,2023-11-26,Amazon Fashion WRS Dec 23 Sale - Mumbai + Thane,afa_2023_aw_in-maharashtra-mumbai_facebook_social_plc_des/mob_webapp_ros_disp_FBIG-wrsale-Sus-mf-mum-Apparel_disp_standrd_1 x 1_na_na_cpc_ss_en_xcic23in00f_20231202_20231220,2023-11-26,0,0,0,0.0,0,0,0,0,0,0,0,Amazon WRS Campaign (Nov-Dec 2023),Sale,Meta,Mumbai + Thane,,,,,,,,,,
